Date,Area,Title,Type,Bedroom,Size,Price
 2 Bathrooms , Damansara Perdana ,  The Sanderson Suites Bukit Serdang 3r2b For SALE !!!!  ,"
Apartments
","
3 Bedrooms
","1056 sq.ft
", RM 420 000 
"  Yesterday, 23:45   Puchong   ", Puchong ,  End lot apt sri tanjung bangi  ,"
Apartments
","
4 Bedrooms
","1125 sq.ft
", RM 190 000 
 Apartments , Kota Kemuning ,  Renovated ground floor apartment  , Apartments , 2 Bedrooms ,516 sq.ft, RM 245 000 
850 sq.ft, Ampang ,"  Below Market 27% | Pangsapuri Impian Meru, Meru Klang | 857sf Freehold  ", Apartments , 3 Bedrooms ,700 sq.ft, RM 116 700 
 3 Bedrooms , Sepang ,"  Pangsapuri Ruselia , Equine, putrajaya , Seri Kembangan, puchong MRT  ", Apartments , 3 Bedrooms ,850 sq.ft, RM 150 000 
 2 Bathrooms , Cyberjaya ,"  Ground floor putra indah ,fully reno ,seri kembangan equine,putrajaya  ", Apartments , 3 Bedrooms ,1000 sq.ft, RM 280 000 
"  Yesterday, 23:45   Shah Alam   ", Puchong ,"  Glomac Centro,One Utama,Kota Damansara,Damansara Perdana  ", Apartments , 3 Bedrooms ,850 sq.ft, RM 800 000 
 Apartments , Shah Alam ,"  APARTMENT FOR SALE at JULIA BANDAR BARU SELAYANG, SELANGOR  ", Apartments , 3 Bedrooms ,1130 sq.ft, RM 129 000 
980 sq.ft, Shah Alam ,  (Full Loan)* Serdang Perdana Apartment Seri Kembangan  , Apartments , 3 Bedrooms ,750 sq.ft, RM 135 000 
 3 Bedrooms , Shah Alam ,  Bayu Puteri Apartment Nice Unit  , Apartments , 4 Bedrooms ,2005 sq.ft, RM 420 000 
 2 Bathrooms , Cyberjaya ,  Apartment termurah cheras  , Apartments , 3 Bedrooms ,780 sq.ft, RM 155 000 
"  Yesterday, 23:45   Shah Alam   ", Saujana ,  Saujana apartment damansara damai  , Apartments , 3 Bedrooms ,753 sq.ft, RM 250 000 
 Apartments , Klang ,  [Ready Tenant Rent RM1300 Sublet] Seri Jasa Apartment walk The Mines  , Apartments , 3 Bedrooms ,882 sq.ft, RM 170 000 
700 sq.ft, Batu Caves ,  Residensi Permata Melawati  , Apartments , 3 Bedrooms ,663 sq.ft, RM 463 950 
 3 Bedrooms , Shah Alam ,"  For sale (1st floor) SRI WIRA APARTMENT ,UKAY PERDANA, AMPANG  ", Apartments , 2 Bedrooms ,665 sq.ft, RM 265 000 
 2 Bathrooms , Bangi ,  PANORAMA SENTUL RESIDEN. Tmn Bullion Batu Caves Gombak  , Apartments , 3 Bedrooms ,850 sq.ft, RM 490 000 
"  Yesterday, 23:10   Shah Alam   ", Damansara Damai ,  [FREEHOLD LEVEL 1] ORCHID APARTMENT PUCHONG PRIMA 4 min walking to LRT  , Apartments , 3 Bedrooms ,980 sq.ft, RM 245 000 
 Apartments , USJ ,"  Metropolitan square condo damansara perdana,  ", Apartments , 3 Bedrooms ,700 sq.ft, RM 900 000 
1913 sq.ft, Kelana Jaya ,  [NON BUMI TENANTED] Apartment Penaga Mas Puchong Near LRT For Sale  , Apartments , 4 Bedrooms ,1913 sq.ft, RM 180 000 
 4 Bedrooms , Kelana Jaya ,  [FREEHOLD GROUND FLOOR] Pangsapuri Sri Kemuning Kota Kemuning S Alam  , Apartments , 3 Bedrooms ,817 sq.ft, RM 285 000 
 4 Bathrooms , Puchong ,  Casamas Court !!! Ukay Bistari 0% Deposit !!! 90% Completed  , Apartments , 3 Bedrooms ,855 sq.ft, RM 363 240 
"  Yesterday, 23:09   Cyberjaya   ", Bangi ,  Hot Selling Fast Condo at Sepang ! Fast Contact me NOW!  , Apartments , 3 Bedrooms ,1200 sq.ft, RM 236 000 
 Apartments , Ara Damansara ,  High Rental and High Capital Gain at Cyberjaya! Grad it Now!  , Apartments , 3 Bedrooms ,816 sq.ft, RM 247 000 
817 sq.ft, Seri Kembangan ,  [MEDIUM COST BELOW MV CORNER] Apartment Puchong Permata 1  , Apartments , 1 Bedroom ,450 sq.ft, RM 235 000 
 3 Bedrooms , Bangi ,  [HOT AREA NICE DECORATION] Condominium Prima U1 Shah Alam  , Apartments , 3 Bedrooms ,1070 sq.ft, RM 300 000 
 2 Bathrooms , Bangi ,  [ 700SQFT LEVEL 1 ] Flat PKNS Seksyen 16 Shah Alam  , Apartments , 3 Bedrooms ,750 sq.ft, RM 200 000 
"  Yesterday, 23:01   Saujana   ", Klang ,  Duplex Townhouse Sri Mahligai Seksyen 9 Shah Alam  , Apartments , 2 Bedrooms ,615 sq.ft, RM 490 000 
 Apartments , Seri Kembangan ,  New Condo With Promotion in Putrajaya (7 Unit Left)  , Apartments , 2 Bedrooms ,753 sq.ft, RM 399 999 
855 sq.ft, Seri Kembangan ,  (7 Unit Left With Promotion) New Condo in Damansara Damai  , Apartments , 3 Bedrooms ,753 sq.ft, RM 350 000 
 3 Bedrooms , Bandar Utama ,"  Taman Sri Sentosa, Jalan Bendahara, Freehold, Level 3  ", Apartments , 3 Bedrooms ,689 sq.ft, RM 90 000 
 2 Bathrooms , Selayang ,  SKIM 1st HOME FULLOAN Sri Gotong Banjaria [ BULANAN 1K+- ]  , Apartments , 3 Bedrooms ,652 sq.ft, RM 240 000 
"  Yesterday, 22:45   Klang   ", Serdang ,  BELOW MARKET VALUE APPARTMENT menara u2 sebelah Aeon Shah Alam  , Apartments , 3 Bedrooms ,940 sq.ft, RM 300 000 
 Apartments , Damansara Damai ,  FREEHOLD Kondominium Pelangi Sg Merab Bangi  , Apartments , 3 Bedrooms ,900 sq.ft, RM 310 000 
1200 sq.ft, Damansara Damai ,  STRATA O DEPO Bayu Saujana Indah Condo | PRIMA Damansara  , Apartments , 4 Bedrooms ,800 sq.ft, RM 195 000 
 3 Bedrooms , Balakong ,"  For Sale= Main Place Residence USJ, Beside LRT Below Market Price!!!!  ", Apartments , 3 Bedrooms ,864 sq.ft, RM 35 500 
 2 Bathrooms , Ulu Klang ,  Service Apartment Kelana Jaya  , Apartments , 3 Bedrooms ,857 sq.ft, RM 680 000 
"  Yesterday, 22:45   Batu Caves   ", Ampang ,  First Sky Facilities in PJ Fully Furnished Package  , Apartments , 3 Bedrooms ,720 sq.ft, RM 580 000 
 Apartments , Gombak ,"  【2nd Floor】[FULL LOAN] Sri Dahlia Apartment, Bandar Puteri Puchong  ", Apartments , 4 Bedrooms ,864 sq.ft, RM 153 000 
816 sq.ft, Puchong ,  Apartment dahlia bandar seri putra  , Apartments , 4 Bedrooms ,1423 sq.ft, RM 100 000 
 3 Bedrooms , Damansara Perdana ,  Lily Apartment in Taman Mayang Jaya  , Apartments , 2 Bedrooms ,487 sq.ft, RM 408 000 
 2 Bathrooms , Puchong ,  The Sanderson Suites Bukit Serdang 3r2b For SALE !!!!  , Apartments , 3 Bedrooms ,720 sq.ft, RM 420 000 
"  Yesterday, 22:34   Shah Alam   ", Kota Kemuning ,  End lot apt sri tanjung bangi  , Apartments , 3 Bedrooms ,850 sq.ft, RM 190 000 
 Apartments , Ampang ,  Renovated ground floor apartment  ,"
Apartments
","
3 Bedrooms
","1219 sq.ft
", RM 245 000 
450 sq.ft, Sepang ,"  Below Market 27% | Pangsapuri Impian Meru, Meru Klang | 857sf Freehold  ","
Apartments
","
3 Bedrooms
","915 sq.ft
", RM 116 700 
 1 Bedroom , Cyberjaya ,"  Pangsapuri Ruselia , Equine, putrajaya , Seri Kembangan, puchong MRT  ", Apartments , 2 Bedrooms ,516 sq.ft, RM 150 000 
 1 Bathroom , Puchong ,"  Ground floor putra indah ,fully reno ,seri kembangan equine,putrajaya  ", Apartments , 3 Bedrooms ,700 sq.ft, RM 280 000 
"  Yesterday, 22:25   Bangi   ", Shah Alam ,"  Glomac Centro,One Utama,Kota Damansara,Damansara Perdana  ", Apartments , 3 Bedrooms ,850 sq.ft, RM 800 000 
 Apartments , Shah Alam ,"  APARTMENT FOR SALE at JULIA BANDAR BARU SELAYANG, SELANGOR  ", Apartments , 3 Bedrooms ,1000 sq.ft, RM 129 000 
1070 sq.ft, Shah Alam ,  (Full Loan)* Serdang Perdana Apartment Seri Kembangan  , Apartments , 3 Bedrooms ,850 sq.ft, RM 135 000 
 3 Bedrooms , Cyberjaya ,  Bayu Puteri Apartment Nice Unit  , Apartments , 3 Bedrooms ,1130 sq.ft, RM 420 000 
 2 Bathrooms , Saujana ,  Apartment termurah cheras  , Apartments , 3 Bedrooms ,750 sq.ft, RM 155 000 
"  Yesterday, 22:24   Damansara Damai   ", Klang ,  Saujana apartment damansara damai  , Apartments , 4 Bedrooms ,2005 sq.ft, RM 250 000 
 Apartments , Batu Caves ,  [Ready Tenant Rent RM1300 Sublet] Seri Jasa Apartment walk The Mines  , Apartments , 3 Bedrooms ,780 sq.ft, RM 170 000 
750 sq.ft, Shah Alam ,  Residensi Permata Melawati  , Apartments , 3 Bedrooms ,753 sq.ft, RM 463 950 
 3 Bedrooms , Bangi ,"  For sale (1st floor) SRI WIRA APARTMENT ,UKAY PERDANA, AMPANG  ", Apartments , 3 Bedrooms ,882 sq.ft, RM 265 000 
 2 Bathrooms , Damansara Damai ,  PANORAMA SENTUL RESIDEN. Tmn Bullion Batu Caves Gombak  , Apartments , 3 Bedrooms ,663 sq.ft, RM 490 000 
"  Yesterday, 22:21   USJ   ", USJ ,  [FREEHOLD LEVEL 1] ORCHID APARTMENT PUCHONG PRIMA 4 min walking to LRT  , Apartments , 2 Bedrooms ,665 sq.ft, RM 245 000 
 Apartments , Kelana Jaya ,"  Metropolitan square condo damansara perdana,  ", Apartments , 3 Bedrooms ,850 sq.ft, RM 900 000 
615 sq.ft, Kelana Jaya ,  [NON BUMI TENANTED] Apartment Penaga Mas Puchong Near LRT For Sale  , Apartments , 3 Bedrooms ,980 sq.ft, RM 180 000 
 2 Bedrooms , Puchong ,  [FREEHOLD GROUND FLOOR] Pangsapuri Sri Kemuning Kota Kemuning S Alam  , Apartments , 3 Bedrooms ,700 sq.ft, RM 285 000 
 1 Bathroom , Bangi ,  Casamas Court !!! Ukay Bistari 0% Deposit !!! 90% Completed  , Apartments , 4 Bedrooms ,1913 sq.ft, RM 363 240 
"  Yesterday, 22:15   Kelana Jaya   ", Ara Damansara ,  Hot Selling Fast Condo at Sepang ! Fast Contact me NOW!  , Apartments , 3 Bedrooms ,817 sq.ft, RM 236 000 
 Apartments , Seri Kembangan ,  High Rental and High Capital Gain at Cyberjaya! Grad it Now!  , Apartments , 3 Bedrooms ,855 sq.ft, RM 247 000 
753 sq.ft, Bangi ,  [MEDIUM COST BELOW MV CORNER] Apartment Puchong Permata 1  , Apartments , 3 Bedrooms ,1200 sq.ft, RM 235 000 
 2 Bedrooms , Bangi ,  [HOT AREA NICE DECORATION] Condominium Prima U1 Shah Alam  , Apartments , 3 Bedrooms ,816 sq.ft, RM 300 000 
 1 Bathroom , Klang ,  [ 700SQFT LEVEL 1 ] Flat PKNS Seksyen 16 Shah Alam  , Apartments , 1 Bedroom ,450 sq.ft, RM 200 000 
"  Yesterday, 22:10   Kelana Jaya   ", Seri Kembangan ,  Duplex Townhouse Sri Mahligai Seksyen 9 Shah Alam  , Apartments , 3 Bedrooms ,1070 sq.ft, RM 490 000 
 Apartments , Seri Kembangan ,  New Condo With Promotion in Putrajaya (7 Unit Left)  , Apartments , 3 Bedrooms ,750 sq.ft, RM 399 999 
753 sq.ft, Bandar Utama ,  (7 Unit Left With Promotion) New Condo in Damansara Damai  , Apartments , 2 Bedrooms ,615 sq.ft, RM 350 000 
 3 Bedrooms , Selayang ,"  Taman Sri Sentosa, Jalan Bendahara, Freehold, Level 3  ", Apartments , 2 Bedrooms ,753 sq.ft, RM 90 000 
 2 Bathrooms , Serdang ,  SKIM 1st HOME FULLOAN Sri Gotong Banjaria [ BULANAN 1K+- ]  , Apartments , 3 Bedrooms ,753 sq.ft, RM 240 000 
"  Yesterday, 21:55   Puchong   ", Damansara Damai ,  BELOW MARKET VALUE APPARTMENT menara u2 sebelah Aeon Shah Alam  , Apartments , 3 Bedrooms ,689 sq.ft, RM 300 000 
 Apartments , Damansara Damai ,  FREEHOLD Kondominium Pelangi Sg Merab Bangi  , Apartments , 3 Bedrooms ,652 sq.ft, RM 310 000 
689 sq.ft, Balakong ,  STRATA O DEPO Bayu Saujana Indah Condo | PRIMA Damansara  , Apartments , 3 Bedrooms ,940 sq.ft, RM 195 000 
 3 Bedrooms , Ulu Klang ,"  For Sale= Main Place Residence USJ, Beside LRT Below Market Price!!!!  ", Apartments , 3 Bedrooms ,900 sq.ft, RM 35 500 
 2 Bathrooms , Ampang ,  Service Apartment Kelana Jaya  , Apartments , 4 Bedrooms ,800 sq.ft, RM 680 000 
"  Yesterday, 21:55   Bangi   ", Gombak ,  First Sky Facilities in PJ Fully Furnished Package  , Apartments , 3 Bedrooms ,864 sq.ft, RM 580 000 
 Apartments , Puchong ,"  【2nd Floor】[FULL LOAN] Sri Dahlia Apartment, Bandar Puteri Puchong  ", Apartments , 3 Bedrooms ,857 sq.ft, RM 153 000 
652 sq.ft, Damansara Perdana ,  Apartment dahlia bandar seri putra  , Apartments , 3 Bedrooms ,720 sq.ft, RM 100 000 
 3 Bedrooms , Puchong ,  Lily Apartment in Taman Mayang Jaya  , Apartments , 4 Bedrooms ,864 sq.ft, RM 408 000 
 2 Bathrooms , Kota Kemuning ,  The Sanderson Suites Bukit Serdang 3r2b For SALE !!!!  , Apartments , 4 Bedrooms ,1423 sq.ft, RM 420 000 
"  Yesterday, 21:40   Ara Damansara   ", Ampang ,  End lot apt sri tanjung bangi  , Apartments , 2 Bedrooms ,487 sq.ft, RM 190 000 
 Apartments , Sepang ,  Renovated ground floor apartment  , Apartments , 3 Bedrooms ,720 sq.ft, RM 245 000 
940 sq.ft, Cyberjaya ,"  Below Market 27% | Pangsapuri Impian Meru, Meru Klang | 857sf Freehold  ", Apartments , 3 Bedrooms ,850 sq.ft, RM 116 700 
 3 Bedrooms , Puchong ,"  Pangsapuri Ruselia , Equine, putrajaya , Seri Kembangan, puchong MRT  ","
 Apartments
","
4 Bedrooms
","800 sq.ft
", RM 150 000 
 2 Bathrooms , Shah Alam ,"  Ground floor putra indah ,fully reno ,seri kembangan equine,putrajaya  ","
Apartments
","
3 Bedrooms
","650 sq.ft
", RM 280 000 
"  Yesterday, 21:30   Seri Kembangan   ", Shah Alam ,"  Glomac Centro,One Utama,Kota Damansara,Damansara Perdana  ", Apartments , 2 Bedrooms ,516 sq.ft, RM 800 000 
 Apartments , Shah Alam ,"  APARTMENT FOR SALE at JULIA BANDAR BARU SELAYANG, SELANGOR  ", Apartments , 3 Bedrooms ,700 sq.ft, RM 129 000 
900 sq.ft, Cyberjaya ,  (Full Loan)* Serdang Perdana Apartment Seri Kembangan  , Apartments , 3 Bedrooms ,850 sq.ft, RM 135 000 
 3 Bedrooms , Saujana ,  Bayu Puteri Apartment Nice Unit  , Apartments , 3 Bedrooms ,1000 sq.ft, RM 420 000 
 2 Bathrooms , Klang ,  Apartment termurah cheras  , Apartments , 3 Bedrooms ,850 sq.ft, RM 155 000 
"  Yesterday, 21:25   Bangi   ", Batu Caves ,  Saujana apartment damansara damai  , Apartments , 3 Bedrooms ,1130 sq.ft, RM 250 000 
 Apartments , Shah Alam ,  [Ready Tenant Rent RM1300 Sublet] Seri Jasa Apartment walk The Mines  , Apartments , 3 Bedrooms ,750 sq.ft, RM 170 000 
800 sq.ft, Bangi ,  Residensi Permata Melawati  , Apartments , 4 Bedrooms ,2005 sq.ft, RM 463 950 
 4 Bedrooms , Damansara Damai ,"  For sale (1st floor) SRI WIRA APARTMENT ,UKAY PERDANA, AMPANG  ", Apartments , 3 Bedrooms ,780 sq.ft, RM 265 000 
 2 Bathrooms , USJ ,  PANORAMA SENTUL RESIDEN. Tmn Bullion Batu Caves Gombak  , Apartments , 3 Bedrooms ,753 sq.ft, RM 490 000 
"  Yesterday, 21:05   Bangi   ", Kelana Jaya ,  [FREEHOLD LEVEL 1] ORCHID APARTMENT PUCHONG PRIMA 4 min walking to LRT  , Apartments , 3 Bedrooms ,882 sq.ft, RM 245 000 
 Apartments , Kelana Jaya ,"  Metropolitan square condo damansara perdana,  ", Apartments , 3 Bedrooms ,663 sq.ft, RM 900 000 
864 sq.ft, Puchong ,  [NON BUMI TENANTED] Apartment Penaga Mas Puchong Near LRT For Sale  , Apartments , 2 Bedrooms ,665 sq.ft, RM 180 000 
 3 Bedrooms , Bangi ,  [FREEHOLD GROUND FLOOR] Pangsapuri Sri Kemuning Kota Kemuning S Alam  , Apartments , 3 Bedrooms ,850 sq.ft, RM 285 000 
 2 Bathrooms , Ara Damansara ,  Casamas Court !!! Ukay Bistari 0% Deposit !!! 90% Completed  , Apartments , 3 Bedrooms ,980 sq.ft, RM 363 240 
"  Yesterday, 21:00   Klang   ", Seri Kembangan ,  Hot Selling Fast Condo at Sepang ! Fast Contact me NOW!  , Apartments , 3 Bedrooms ,700 sq.ft, RM 236 000 
 Apartments , Bangi ,  High Rental and High Capital Gain at Cyberjaya! Grad it Now!  , Apartments , 4 Bedrooms ,1913 sq.ft, RM 247 000 
857 sq.ft, Bangi ,  [MEDIUM COST BELOW MV CORNER] Apartment Puchong Permata 1  , Apartments , 3 Bedrooms ,817 sq.ft, RM 235 000 
 3 Bedrooms , Klang ,  [HOT AREA NICE DECORATION] Condominium Prima U1 Shah Alam  , Apartments , 3 Bedrooms ,855 sq.ft, RM 300 000 
 2 Bathrooms , Seri Kembangan ,  [ 700SQFT LEVEL 1 ] Flat PKNS Seksyen 16 Shah Alam  , Apartments , 3 Bedrooms ,1200 sq.ft, RM 200 000 
"  Yesterday, 21:00   Seri Kembangan   ", Seri Kembangan ,  Duplex Townhouse Sri Mahligai Seksyen 9 Shah Alam  , Apartments , 3 Bedrooms ,816 sq.ft, RM 490 000 
 Apartments , Bandar Utama ,  New Condo With Promotion in Putrajaya (7 Unit Left)  , Apartments , 1 Bedroom ,450 sq.ft, RM 399 999 
720 sq.ft, Selayang ,  (7 Unit Left With Promotion) New Condo in Damansara Damai  , Apartments , 3 Bedrooms ,1070 sq.ft, RM 350 000 
 3 Bedrooms , Serdang ,"  Taman Sri Sentosa, Jalan Bendahara, Freehold, Level 3  ", Apartments , 3 Bedrooms ,750 sq.ft, RM 90 000 
 2 Bathrooms , Damansara Damai ,  SKIM 1st HOME FULLOAN Sri Gotong Banjaria [ BULANAN 1K+- ]  , Apartments , 2 Bedrooms ,615 sq.ft, RM 240 000 
"  Yesterday, 21:00   Seri Kembangan   ", Damansara Damai ,  BELOW MARKET VALUE APPARTMENT menara u2 sebelah Aeon Shah Alam  , Apartments , 2 Bedrooms ,753 sq.ft, RM 300 000 
 Apartments , Balakong ,  FREEHOLD Kondominium Pelangi Sg Merab Bangi  , Apartments , 3 Bedrooms ,753 sq.ft, RM 310 000 
864 sq.ft, Ulu Klang ,  STRATA O DEPO Bayu Saujana Indah Condo | PRIMA Damansara  , Apartments , 3 Bedrooms ,689 sq.ft, RM 195 000 
 4 Bedrooms , Ampang ,"  For Sale= Main Place Residence USJ, Beside LRT Below Market Price!!!!  ", Apartments , 3 Bedrooms ,652 sq.ft, RM 35 500 
 2 Bathrooms , Gombak ,  Service Apartment Kelana Jaya  , Apartments , 3 Bedrooms ,940 sq.ft, RM 680 000 
"  Yesterday, 20:44   Bandar Utama   ", Puchong ,  First Sky Facilities in PJ Fully Furnished Package  , Apartments , 3 Bedrooms ,900 sq.ft, RM 580 000 
 Apartments , Damansara Perdana ,"  【2nd Floor】[FULL LOAN] Sri Dahlia Apartment, Bandar Puteri Puchong  ", Apartments , 4 Bedrooms ,800 sq.ft, RM 153 000 
1423 sq.ft, Puchong ,  Apartment dahlia bandar seri putra  , Apartments , 3 Bedrooms ,864 sq.ft, RM 100 000 
 4 Bedrooms , Kota Kemuning ,  Lily Apartment in Taman Mayang Jaya  , Apartments , 3 Bedrooms ,857 sq.ft, RM 408 000 
 4 Bathrooms , Ampang ,  The Sanderson Suites Bukit Serdang 3r2b For SALE !!!!  , Apartments , 3 Bedrooms ,720 sq.ft, RM 420 000 
"  Yesterday, 20:24   Selayang   ", Sepang ,  End lot apt sri tanjung bangi  , Apartments , 4 Bedrooms ,864 sq.ft, RM 190 000 
 Apartments , Cyberjaya ,  Renovated ground floor apartment  , Apartments , 4 Bedrooms ,1423 sq.ft, RM 245 000 
487 sq.ft, Puchong ,"  Below Market 27% | Pangsapuri Impian Meru, Meru Klang | 857sf Freehold  ", Apartments , 2 Bedrooms ,487 sq.ft, RM 116 700 
 2 Bedrooms , Shah Alam ,"  Pangsapuri Ruselia , Equine, putrajaya , Seri Kembangan, puchong MRT  ", Apartments , 3 Bedrooms ,720 sq.ft, RM 150 000 
 1 Bathroom , Shah Alam ,"  Ground floor putra indah ,fully reno ,seri kembangan equine,putrajaya  ", Apartments , 3 Bedrooms ,850 sq.ft, RM 280 000 
"  Yesterday, 19:50   Serdang   ", Shah Alam ,"  Glomac Centro,One Utama,Kota Damansara,Damansara Perdana  ","
Apartments
","
4 Bedrooms
","800 sq.ft
", RM 800 000 
 Apartments , Cyberjaya ,"  APARTMENT FOR SALE at JULIA BANDAR BARU SELAYANG, SELANGOR  ","
Apartments
","
3 Bedrooms
","1022 sq.ft
", RM 129 000 
720 sq.ft, Saujana ,  (Full Loan)* Serdang Perdana Apartment Seri Kembangan  , Apartments , 2 Bedrooms ,516 sq.ft, RM 135 000 
 3 Bedrooms , Klang ,  Bayu Puteri Apartment Nice Unit  , Apartments , 3 Bedrooms ,700 sq.ft, RM 420 000 
 1 Bathroom , Batu Caves ,  Apartment termurah cheras  , Apartments , 3 Bedrooms ,850 sq.ft, RM 155 000 
"  Yesterday, 19:47   Tropicana   ", Shah Alam ,  Saujana apartment damansara damai  , Apartments , 3 Bedrooms ,1000 sq.ft, RM 250 000 
 Apartments , Bangi ,  [Ready Tenant Rent RM1300 Sublet] Seri Jasa Apartment walk The Mines  , Apartments , 3 Bedrooms ,850 sq.ft, RM 170 000 
850 sq.ft, Damansara Damai ,  Residensi Permata Melawati  , Apartments , 3 Bedrooms ,1130 sq.ft, RM 463 950 
 3 Bedrooms , USJ ,"  For sale (1st floor) SRI WIRA APARTMENT ,UKAY PERDANA, AMPANG  ", Apartments , 3 Bedrooms ,750 sq.ft, RM 265 000 
 2 Bathrooms , Kelana Jaya ,  PANORAMA SENTUL RESIDEN. Tmn Bullion Batu Caves Gombak  , Apartments , 4 Bedrooms ,2005 sq.ft, RM 490 000 
"
New
", Kelana Jaya ,  [FREEHOLD LEVEL 1] ORCHID APARTMENT PUCHONG PRIMA 4 min walking to LRT  , Apartments , 3 Bedrooms ,780 sq.ft, RM 245 000 
"
Hobby & Collectibles
", Puchong ,"  Metropolitan square condo damansara perdana,  ", Apartments , 3 Bedrooms ,753 sq.ft, RM 900 000 
"  Today, 04:13   Damansara Damai   ", Bangi ,  [NON BUMI TENANTED] Apartment Penaga Mas Puchong Near LRT For Sale  , Apartments , 3 Bedrooms ,882 sq.ft, RM 180 000 
 Apartments , Ara Damansara ,  [FREEHOLD GROUND FLOOR] Pangsapuri Sri Kemuning Kota Kemuning S Alam  , Apartments , 3 Bedrooms ,663 sq.ft, RM 285 000 
516 sq.ft, Seri Kembangan ,  Casamas Court !!! Ukay Bistari 0% Deposit !!! 90% Completed  , Apartments , 2 Bedrooms ,665 sq.ft, RM 363 240 
 2 Bedrooms , Bangi ,  Hot Selling Fast Condo at Sepang ! Fast Contact me NOW!  , Apartments , 3 Bedrooms ,850 sq.ft, RM 236 000 
 1 Bathroom , Bangi ,  High Rental and High Capital Gain at Cyberjaya! Grad it Now!  , Apartments , 3 Bedrooms ,980 sq.ft, RM 247 000 
"  Today, 03:08   Damansara Damai   ", Klang ,  [MEDIUM COST BELOW MV CORNER] Apartment Puchong Permata 1  , Apartments , 3 Bedrooms ,700 sq.ft, RM 235 000 
 Apartments , Seri Kembangan ,  [HOT AREA NICE DECORATION] Condominium Prima U1 Shah Alam  , Apartments , 4 Bedrooms ,1913 sq.ft, RM 300 000 
700 sq.ft, Seri Kembangan ,  [ 700SQFT LEVEL 1 ] Flat PKNS Seksyen 16 Shah Alam  , Apartments , 3 Bedrooms ,817 sq.ft, RM 200 000 
 3 Bedrooms , Bandar Utama ,  Duplex Townhouse Sri Mahligai Seksyen 9 Shah Alam  , Apartments , 3 Bedrooms ,855 sq.ft, RM 490 000 
 2 Bathrooms , Selayang ,  New Condo With Promotion in Putrajaya (7 Unit Left)  , Apartments , 3 Bedrooms ,1200 sq.ft, RM 399 999 
"  Today, 03:07   Balakong   ", Serdang ,  (7 Unit Left With Promotion) New Condo in Damansara Damai  , Apartments , 3 Bedrooms ,816 sq.ft, RM 350 000 
 Apartments , Damansara Damai ,"  Taman Sri Sentosa, Jalan Bendahara, Freehold, Level 3  ", Apartments , 1 Bedroom ,450 sq.ft, RM 90 000 
850 sq.ft, Damansara Damai ,  SKIM 1st HOME FULLOAN Sri Gotong Banjaria [ BULANAN 1K+- ]  , Apartments , 3 Bedrooms ,1070 sq.ft, RM 240 000 
 3 Bedrooms , Balakong ,  BELOW MARKET VALUE APPARTMENT menara u2 sebelah Aeon Shah Alam  , Apartments , 3 Bedrooms ,750 sq.ft, RM 300 000 
 2 Bathrooms , Ulu Klang ,  FREEHOLD Kondominium Pelangi Sg Merab Bangi  , Apartments , 2 Bedrooms ,615 sq.ft, RM 310 000 
"  Today, 02:05   Ulu Klang   ", Ampang ,  STRATA O DEPO Bayu Saujana Indah Condo | PRIMA Damansara  , Apartments , 2 Bedrooms ,753 sq.ft, RM 195 000 
 Apartments , Gombak ,"  For Sale= Main Place Residence USJ, Beside LRT Below Market Price!!!!  ", Apartments , 3 Bedrooms ,753 sq.ft, RM 35 500 
1000 sq.ft, Puchong ,  Service Apartment Kelana Jaya  , Apartments , 3 Bedrooms ,689 sq.ft, RM 680 000 
 3 Bedrooms , Damansara Perdana ,  First Sky Facilities in PJ Fully Furnished Package  , Apartments , 3 Bedrooms ,652 sq.ft, RM 580 000 
 2 Bathrooms , Puchong ,"  【2nd Floor】[FULL LOAN] Sri Dahlia Apartment, Bandar Puteri Puchong  ", Apartments , 3 Bedrooms ,940 sq.ft, RM 153 000 
"  Today, 02:05   Ampang   ", Kota Kemuning ,  Apartment dahlia bandar seri putra  , Apartments , 3 Bedrooms ,900 sq.ft, RM 100 000 
 Apartments , Ampang ,  Lily Apartment in Taman Mayang Jaya  , Apartments , 4 Bedrooms ,800 sq.ft, RM 408 000 
850 sq.ft, Sepang ,  The Sanderson Suites Bukit Serdang 3r2b For SALE !!!!  , Apartments , 3 Bedrooms ,864 sq.ft, RM 420 000 
 3 Bedrooms , Cyberjaya ,  End lot apt sri tanjung bangi  , Apartments , 3 Bedrooms ,857 sq.ft, RM 190 000 
 2 Bathrooms , Puchong ,  Renovated ground floor apartment  , Apartments , 3 Bedrooms ,720 sq.ft, RM 245 000 
"  Today, 01:22   Gombak   ", Shah Alam ,"  Below Market 27% | Pangsapuri Impian Meru, Meru Klang | 857sf Freehold  ", Apartments , 4 Bedrooms ,864 sq.ft, RM 116 700 
 Apartments , Shah Alam ,"  Pangsapuri Ruselia , Equine, putrajaya , Seri Kembangan, puchong MRT  ", Apartments , 4 Bedrooms ,1423 sq.ft, RM 150 000 
1130 sq.ft, Shah Alam ,"  Ground floor putra indah ,fully reno ,seri kembangan equine,putrajaya  ", Apartments , 2 Bedrooms ,487 sq.ft, RM 280 000 
 3 Bedrooms , Cyberjaya ,"  Glomac Centro,One Utama,Kota Damansara,Damansara Perdana  ", Apartments , 3 Bedrooms ,720 sq.ft, RM 800 000 
